ancestor,descendant,depth
12071,12071,0
12072,12072,0
12073,12073,0
12074,12074,0
12075,12075,0
12076,1893,1
12076,3144,1
12076,4079,1
12076,5998,1
12076,7139,1
12076,8673,1
12076,12076,0
12077,12077,0
12078,12078,0
12079,12079,0
12080,12080,0
12081,12081,0
12082,12082,0
12083,12083,0
12084,12084,0
12085,12085,0
12086,12086,0
12087,12087,0
12088,12088,0
12089,12089,0
12090,12090,0
12091,12091,0
12092,12092,0
12093,1179,1
12093,3178,1
12093,3656,1
12093,4088,1
12093,5907,1
12093,7193,1
12093,7676,1
12093,9534,1
12093,10354,1
12093,10459,1
12093,12093,0
12094,12094,0
12095,12095,0
12096,3243,1
12096,4577,1
12096,5452,1
12096,5642,1
12096,6131,1
12096,6929,1
12096,12096,0
12097,12097,0
12098,143,3
12098,257,3
12098,259,3
12098,331,3
12098,395,3
12098,642,2
12098,724,3
12098,730,3
12098,767,2
12098,785,1
12098,1105,2
12098,1178,3
12098,1475,2
12098,1845,2
12098,2151,1
12098,2200,1
12098,2245,2
12098,2466,2
12098,2864,3
12098,3018,3
12098,3576,3
12098,3647,3
12098,4368,3
12098,4393,1
12098,4460,3
12098,4667,3
12098,4987,2
12098,5154,3
12098,5355,3
12098,5449,2
12098,5518,2
12098,5715,3
12098,5786,2
12098,5841,3
12098,6473,2
12098,6930,2
12098,7228,2
12098,7250,3
12098,7367,3
12098,7669,3
12098,7870,3
12098,8215,2
12098,8385,3
12098,8452,2
12098,8809,2
12098,9068,3
12098,9365,3
12098,9406,1
12098,9821,3
12098,9878,2
12098,9890,3
12098,9901,3
12098,10026,1
12098,10099,3
12098,10293,2
12098,10341,2
12098,10441,3
12098,11853,2
12098,12098,0
12098,12107,3
12098,12147,3
12098,12585,2
12098,12685,2
12098,12785,2
12098,13086,2
12099,12099,0
12100,648,1
12100,1026,1
12100,1291,1
12100,1464,1
12100,2545,1
12100,3302,1
12100,3868,1
12100,4716,1
12100,4795,1
12100,5146,1
12100,5387,1
12100,5718,1
12100,6382,1
12100,7163,1
12100,8324,1
12100,9126,1
12100,9518,1
12100,10030,1
12100,11352,1
12100,11581,1
12100,12100,0
12100,13028,1
12100,13110,1
12101,12101,0
12102,12102,0
12103,12103,0
12104,12104,0
12105,12105,0
12106,115,1
12106,700,1
12106,744,1
12106,979,1
12106,1867,1
12106,1981,1
12106,2338,1
12106,2469,1
12106,2848,1
12106,3640,1
12106,3670,1
12106,3915,1
12106,3929,1
12106,4339,1
12106,4484,1
12106,5082,1
12106,5499,1
12106,6563,1
12106,6710,1
12106,6726,1
12106,6852,1
12106,7057,1
12106,7727,1
12106,7835,1
12106,7915,1
12106,8323,1
12106,8463,1
12106,8738,1
12106,9522,1
12106,9550,1
12106,10174,1
12106,10221,1
12106,10627,1
12106,10916,1
12106,11058,1
12106,11224,1
12106,11706,1
12106,12106,0
12106,12579,1
12106,12842,1
12107,12107,0
12108,231,1
12108,679,1
12108,2197,1
12108,2625,1
12108,3650,1
12108,3890,1
12108,4270,1
12108,4743,1
12108,4811,1
12108,6361,1
12108,6814,2
12108,6862,1
12108,6940,1
12108,7106,1
12108,7334,1
12108,7562,1
12108,7882,1
12108,7904,1
12108,9344,1
12108,9686,1
12108,9826,2
12108,9988,1
12108,10439,2
12108,10693,2
12108,10837,1
12108,10964,1
12108,11055,1
12108,11270,1
12108,12010,1
12108,12108,0
12108,12177,1
12109,12109,0
12110,12110,0
12111,12111,0
12112,12112,0
12113,12113,0
12114,12114,0
12115,12115,0
12116,12116,0
12117,12117,0
12118,110,1
12118,305,1
12118,797,1
12118,1168,1
12118,1538,1
12118,2687,1
12118,3610,1
12118,3866,1
12118,3921,1
12118,3959,1
12118,5268,1
12118,5871,1
12118,7809,1
12118,9880,1
12118,9931,1
12118,10281,1
12118,10801,1
12118,11453,1
12118,11918,1
12118,12118,0
12118,12648,1
12118,12880,1
12119,12119,0
12120,12120,0
12121,12121,0
12122,12122,0
12123,12123,0
12124,12124,0
12125,12125,0
12126,12126,0
12127,12127,0
12128,12128,0
12129,129,1
12129,497,1
12129,857,1
12129,1994,1
12129,2348,1
12129,2463,1
12129,3519,1
12129,3923,1
12129,5451,1
12129,6655,1
12129,6768,1
12129,7002,1
12129,7742,1
12129,7880,1
12129,8026,1
12129,8824,1
12129,9373,1
12129,11766,1
12129,11869,1
12129,11902,1
12129,12129,0
12129,12395,1
12129,12683,1
12129,12693,1
12129,12732,1
12130,12130,0
12131,12131,0
12132,12132,0
12133,12133,0
12134,12134,0
12135,12135,0
12136,12136,0
12137,12137,0
12138,12138,0
12139,4323,1
12139,7960,1
12139,8073,1
12139,8751,1
12139,12139,0
12140,12140,0
12141,12141,0
12142,1344,1
12142,7345,1
12142,8152,1
12142,10686,1
12142,12142,0
12142,12394,1
12142,12910,1
12143,12143,0
12144,12144,0
12145,12145,0
12146,12146,0
12147,12147,0
12148,12148,0
12149,12149,0
12150,12150,0
12151,12151,0
12152,12152,0
12153,12153,0
12154,12154,0
12155,1385,1
12155,1442,1
12155,1998,1
12155,9624,1
12155,11994,1
12155,12155,0
12156,12156,0
12157,12157,0
12158,22,1
12158,357,1
12158,781,1
12158,5298,1
12158,7419,1
12158,8649,1
12158,8769,1
12158,9361,1
12158,11356,1
12158,12158,0
12158,12248,1
12159,12159,0
12160,341,1
12160,432,2
12160,457,1
12160,627,1
12160,825,1
12160,1292,2
12160,2125,1
12160,2573,1
12160,2862,2
12160,3199,1
12160,3750,1
12160,3781,1
12160,3782,1
12160,4088,1
12160,4265,1
12160,4285,1
12160,4691,1
12160,4713,2
12160,4913,1
12160,4978,2
12160,6435,1
12160,6440,1
12160,6504,2
12160,6611,1
12160,6980,1
12160,7248,1
12160,7608,1
12160,7818,1
12160,7877,1
12160,8086,1
12160,8118,1
12160,8776,1
12160,8907,1
12160,9033,1
12160,9419,2
12160,9685,1
12160,10141,1
12160,10282,1
12160,10363,1
12160,10390,1
12160,10588,2
12160,10694,1
12160,11343,2
12160,11397,1
12160,11506,2
12160,11963,1
12160,11963,2
12160,12160,0
12160,12471,1
12160,12561,1
12161,12161,0
12162,12162,0
12163,315,2
12163,444,2
12163,851,2
12163,956,2
12163,997,2
12163,1000,2
12163,1498,2
12163,1947,2
12163,2003,2
12163,2107,2
12163,2410,2
12163,3052,2
12163,3293,2
12163,3696,2
12163,3847,2
12163,3897,2
12163,4673,2
12163,5155,2
12163,5348,1
12163,5509,1
12163,6557,1
12163,6955,2
12163,7255,2
12163,7890,2
12163,8255,1
12163,8273,1
12163,8963,2
12163,9712,1
12163,10343,2
12163,10443,2
12163,10503,2
12163,10561,1
12163,12163,0
12163,12456,2
12163,12951,2
12163,13061,2
12164,12164,0
12165,6274,1
12165,6472,1
12165,12165,0
12165,12977,1
12166,1214,2
12166,1229,2
12166,1393,2
12166,1412,2
12166,2082,2
12166,2115,2
12166,2341,2
12166,2947,1
12166,3163,2
12166,3596,2
12166,3993,2
12166,4015,2
12166,4245,2
12166,4575,2
12166,5152,2
12166,6987,2
12166,7224,2
12166,7235,2
12166,7590,2
12166,7811,2
12166,7991,2
12166,8049,1
12166,8323,2
12166,8560,1
12166,8600,2
12166,9069,2
12166,9225,1
12166,9279,2
12166,9462,2
12166,9988,2
12166,10279,1
12166,10464,2
12166,10622,2
12166,10716,2
12166,10843,2
12166,11075,1
12166,11696,2
12166,11775,2
12166,12145,2
12166,12158,2
12166,12166,0
12166,12360,2
12166,12900,2
12167,12167,0
12168,12168,0
12169,549,1
12169,4849,1
12169,8217,1
12169,10375,1
12169,12169,0
12170,12170,0
12171,12171,0
12172,12172,0
12173,12173,0
12174,12174,0
12175,12175,0
12176,131,1
12176,231,1
12176,232,2
12176,1085,2
12176,1209,1
12176,3060,1
12176,4026,1
12176,4086,1
12176,5544,2
12176,5958,2
12176,6131,1
12176,7749,1
12176,8469,1
12176,9340,1
12176,9446,2
12176,9695,1
12176,9703,1
12176,10463,1
12176,11061,2
12176,12176,0
12176,12739,2
12176,12762,1
12176,13175,1
12177,12177,0
12178,12178,0
12179,12179,0
12180,12180,0
12181,10,1
12181,1255,1
12181,3809,1
12181,4106,1
12181,6442,1
12181,7348,1
12181,12181,0
12181,12335,1
12182,12182,0
12183,12183,0
12184,429,1
12184,2656,1
12184,3553,1
12184,4778,1
12184,8157,1
12184,9089,1
12184,9212,1
12184,10949,1
12184,12184,0
12185,322,2
12185,757,1
12185,1935,2
12185,2853,2
12185,2874,2
12185,3256,2
12185,3578,2
12185,3920,2
12185,4841,2
12185,5484,2
12185,6943,2
12185,7892,2
12185,8955,2
12185,9121,2
12185,9372,1
12185,9719,2
12185,12185,0
12185,12660,2
12186,12186,0
12187,12187,0
12188,12188,0
12189,12189,0
12190,12190,0
12191,12191,0
12192,12192,0
12193,12193,0
12194,12194,0
12195,12195,0
12196,12196,0
12197,12197,0
12198,1122,1
12198,4408,1
12198,12198,0
12198,12643,1
12198,13117,1
12199,12199,0
12200,12200,0
12201,12201,0
12202,12202,0
12203,12203,0
12204,12204,0
12205,12205,0
12206,12206,0
12207,12207,0
12208,12208,0
12209,12209,0
12210,12210,0
12211,12211,0
12212,12212,0
12213,12213,0
12214,12214,0
12215,12215,0
12216,12216,0
12217,12217,0
12218,12218,0
12219,12219,0
12220,12220,0
12221,382,1
12221,390,1
12221,3501,1
12221,4530,1
12221,9512,1
12221,10652,1
12221,12221,0
12222,12222,0
12223,12223,0
12224,12224,0
12225,12225,0
12226,12226,0
12227,12227,0
12228,585,2
12228,3166,1
12228,3765,2
12228,3943,1
12228,7686,1
12228,8623,2
12228,11587,2
12228,12156,1
12228,12228,0
12228,12503,1
12229,12229,0
12230,1341,2
12230,2796,1
12230,7299,1
12230,7647,2
12230,7912,2
12230,8173,2
12230,10116,2
12230,10899,1
12230,12230,0
12230,13210,2
12231,12231,0
12232,2670,1
12232,3505,1
12232,4279,1
12232,5210,1
12232,5908,1
12232,6247,1
12232,9004,1
12232,9929,1
12232,12007,1
12232,12232,0
12233,12233,0
12234,1682,1
12234,5158,1
12234,5880,1
12234,7278,1
12234,11218,1
12234,12081,1
12234,12234,0
12235,12235,0
12236,12236,0
12237,12237,0
12238,12238,0
12239,12239,0
12240,12240,0
12241,12241,0
12242,839,1
12242,3429,1
12242,4757,1
12242,9468,1
12242,11339,1
12242,11389,1
12242,12242,0
12242,12986,1
12243,12243,0
12244,12244,0
12245,1184,1
12245,8940,1
12245,11380,1
12245,12245,0
12246,12246,0
12247,12247,0
12248,12248,0
12249,12249,0
12250,12250,0
12251,12251,0
12252,12252,0
12253,12253,0
12254,12254,0
12255,391,1
12255,1081,1
12255,4422,1
12255,4951,1
12255,7350,1
12255,7831,1
12255,10769,1
12255,12255,0
12256,12256,0
12257,12257,0
12258,12258,0
12259,12259,0
12260,12260,0
12261,12261,0
12262,12262,0
12263,12263,0
12264,12264,0
12265,12265,0
12266,12266,0
12267,12267,0
12268,12268,0
12269,12269,0
12270,12270,0
12271,12271,0
12272,1809,1
12272,1963,1
12272,2345,1
12272,2568,1
12272,4791,1
12272,4793,1
12272,7071,1
12272,8346,1
12272,9049,1
12272,10114,1
12272,10450,1
12272,10618,1
12272,10637,1
12272,10850,1
12272,10895,1
12272,12272,0
12272,12344,1
12272,12445,1
12272,12562,1
12272,12861,1
12273,12273,0
12274,12274,0
12275,12275,0
12276,12276,0
12277,12277,0
12278,12278,0
12279,12279,0
12280,12280,0
12281,12281,0
12282,12282,0
12283,6697,1
12283,7030,1
12283,7497,1
12283,10399,1
12283,11490,1
12283,11623,1
12283,11796,1
12283,12283,0
12284,12284,0
12285,12285,0
12286,12286,0
12287,1527,1
12287,2411,1
12287,5134,1
12287,6783,1
12287,7369,1
12287,7395,1
12287,8827,1
12287,12287,0
12288,12288,0
12289,12289,0
12290,12290,0
12291,12291,0
12292,12292,0
12293,12293,0
12294,12294,0
12295,12295,0
12296,12296,0
12297,12297,0
12298,1966,1
12298,6844,1
12298,7946,1
12298,11255,1
12298,12298,0
12299,12299,0
12300,12300,0
12301,12301,0
12302,12302,0
12303,12303,0
12304,12304,0
12305,8450,1
12305,9409,1
12305,10410,1
12305,12305,0
12306,12306,0
12307,12307,0
12308,12308,0
12309,12309,0
12310,12310,0
12311,12311,0
12312,12312,0
12313,12313,0
12314,12314,0
12315,12315,0
12316,12316,0
12317,12317,0
12318,12318,0
12319,6897,1
12319,6955,1
12319,8864,1
12319,10065,1
12319,10749,1
12319,12319,0
12320,12320,0
12321,12321,0
12322,3872,1
12322,4316,1
12322,8228,1
12322,9677,1
12322,12322,0
12322,12464,1
12323,12323,0
12324,12324,0
12325,12325,0
12326,12326,0
12327,12327,0
12328,12328,0
12329,12329,0
12330,12330,0
12331,186,1
12331,1987,1
12331,2224,1
12331,3526,1
12331,3949,1
12331,9557,1
12331,11603,1
12331,12043,1
12331,12331,0
12331,12549,1
12331,12937,1
12332,12332,0
12333,12333,0
12334,156,2
12334,474,2
12334,1140,2
12334,1571,2
12334,1577,1
12334,1679,2
12334,2232,2
12334,2435,3
12334,3164,2
12334,3239,2
12334,3541,2
12334,4014,2
12334,4611,1
12334,4707,2
12334,4844,2
12334,5239,1
12334,5452,2
12334,5813,3
12334,6842,1
12334,7386,2
12334,7754,3
12334,8219,2
12334,8224,2
12334,8399,1
12334,8436,2
12334,8506,2
12334,8513,1
12334,8571,1
12334,8990,2
12334,9186,2
12334,9601,2
12334,10137,2
12334,10210,2
12334,10431,3
12334,10579,2
12334,10715,2
12334,10803,2
12334,10928,2
12334,10996,1
12334,11326,2
12334,11638,2
12334,11904,2
12334,12334,0
12334,12574,2
12335,12335,0
12336,12336,0
12337,12337,0
12338,12338,0
12339,12339,0
12340,2159,1
12340,6793,1
12340,7894,1
12340,11306,1
12340,11521,1
12340,11534,1
12340,12340,0
12341,12341,0
12342,499,1
12342,678,1
12342,851,1
12342,2094,1
12342,2107,1
12342,2288,2
12342,2320,1
12342,3351,1
12342,4358,1
12342,5674,1
12342,5888,1
12342,5952,1
12342,6286,2
12342,6955,1
12342,7396,1
12342,7760,1
12342,8575,1
12342,8683,1
12342,9716,1
12342,10178,2
12342,11359,2
12342,12164,1
12342,12342,0
12342,12456,2
12342,12550,1
12342,12654,1
12342,13061,1
12343,12343,0
12344,12344,0
12345,12345,0
12346,12346,0
12347,12347,0
12348,12348,0
12349,12349,0
12350,5758,1
12350,6932,1
12350,8062,1
12350,9532,1
12350,11296,1
12350,12350,0
12351,12351,0
12352,12352,0
12353,12353,0
12354,12354,0
12355,12355,0
12356,2849,1
12356,5314,1
12356,7908,1
12356,12356,0
12356,12441,1
12357,12357,0
12358,1307,1
12358,1893,1
12358,4031,1
12358,5834,1
12358,6897,1
12358,7529,1
12358,8399,1
12358,12358,0
12358,13218,1
12359,12359,0
12360,12360,0
12361,12361,0
12362,12362,0
12363,12363,0
12364,1604,1
12364,10135,1
12364,10872,1
12364,11839,1
12364,12079,1
12364,12364,0
12364,13195,1
12365,12365,0
12366,12366,0
12367,761,1
12367,5093,1
12367,5163,1
12367,6829,1
12367,7623,1
12367,8585,1
12367,12367,0
12367,12420,1
12368,12368,0
12369,12369,0
12370,80,2
12370,398,2
12370,1452,1
12370,2677,2
12370,3884,1
12370,4231,1
12370,5240,1
12370,5559,2
12370,7361,2
12370,8088,2
12370,8220,1
12370,9509,2
12370,9831,1
12370,10772,1
12370,11719,2
12370,11758,2
12370,12370,0
12370,12805,2
12371,12371,0
12372,12372,0
12373,12373,0
12374,12374,0
12375,12375,0
12376,165,1
12376,834,1
12376,1321,1
12376,1389,1
12376,1689,2
12376,1825,1
12376,1893,1
12376,2298,1
12376,3016,2
12376,3258,1
12376,4139,1
12376,4282,1
12376,4556,1
12376,4636,1
12376,4821,2
12376,5728,1
12376,5799,1
12376,5930,1
12376,5932,1
12376,6118,1
12376,6543,1
12376,7203,1
12376,7536,1
12376,7663,1
12376,7901,1
12376,8104,1
12376,8528,1
12376,10073,1
12376,10814,1
12376,10822,1
12376,11091,1
12376,11484,1
12376,11693,1
12376,12025,1
12376,12099,1
12376,12327,1
12376,12376,0
12376,12917,1
12376,13221,1
12377,12377,0
12378,1358,1
12378,1948,1
12378,4307,1
12378,4663,1
12378,4905,1
12378,10565,1
12378,12148,1
12378,12378,0
12379,12379,0
12380,12380,0
12381,2461,1
12381,5214,1
12381,7417,1
12381,7979,1
12381,8454,1
12381,8648,1
12381,11953,1
12381,12381,0
12381,13157,1
12382,12382,0
12383,12383,0
12384,6968,1
12384,8530,1
12384,12384,0
12385,12385,0
12386,12386,0
12387,12387,0
12388,8,1
12388,1214,1
12388,1621,1
12388,3603,1
12388,4640,1
12388,4642,1
12388,4822,1
12388,5300,1
12388,5326,1
12388,5672,1
12388,6402,1
12388,9002,1
12388,9459,1
12388,9738,1
12388,10713,1
12388,12388,0
12389,12389,0
12390,3891,1
12390,4676,1
12390,7946,1
12390,12390,0
12390,13036,1
12391,12391,0
12392,12392,0
12393,12393,0
12394,12394,0
12395,274,1
12395,454,1
12395,834,1
12395,1085,1
12395,1299,1
12395,1579,1
12395,3265,1
12395,3330,1
12395,3472,1
12395,3567,1
12395,4392,1
12395,5262,1
12395,5328,1
12395,5426,1
12395,6144,1
12395,6257,1
12395,7489,1
12395,7593,1
12395,7653,1
12395,7824,1
12395,7912,1
12395,8097,1
12395,8203,1
12395,8210,1
12395,8377,1
12395,9079,1
12395,9441,1
12395,9780,1
12395,9849,1
12395,10470,1
12395,11301,1
12395,11405,1
12395,11826,1
12395,11914,1
12395,12348,1
12395,12395,0
12395,12668,1
12396,12396,0
12397,584,1
12397,1301,1
12397,1653,1
12397,2944,1
12397,5404,1
12397,5925,1
12397,7476,1
12397,8278,1
12397,10379,1
12397,12397,0
12398,12398,0
12399,12399,0
12400,12400,0
12401,12401,0
12402,12402,0
12403,12403,0
12404,12404,0
12405,12405,0
12406,12406,0
12407,12407,0
12408,12408,0
12409,12409,0
12410,12410,0
12411,467,2
12411,628,2
12411,693,2
12411,1271,1
12411,1661,2
12411,2302,2
12411,2858,1
12411,2960,2
12411,2962,2
12411,3579,2
12411,3741,2
12411,4099,2
12411,4269,2
12411,4386,2
12411,4409,2
12411,4450,2
12411,4665,2
12411,4857,1
12411,4902,2
12411,5071,2
12411,5187,2
12411,5593,2
12411,6268,2
12411,6309,1
12411,6487,2
12411,7048,2
12411,7110,1
12411,7129,1
12411,7613,2
12411,7942,2
12411,8459,2
12411,8514,2
12411,8736,2
12411,8968,2
12411,9127,2
12411,9492,2
12411,9636,2
12411,9779,1
12411,10154,2
12411,10516,1
12411,10552,1
12411,11429,2
12411,11441,2
12411,11569,1
12411,11628,1
12411,11778,2
12411,12105,2
12411,12411,0
12411,12757,1
12411,12865,1
12411,13161,2
12412,12412,0
12413,12413,0
12414,12414,0
12415,12415,0
12416,12416,0
12417,12417,0
12418,12418,0
12419,1966,1
12419,2411,1
12419,6036,1
12419,6844,1
12419,7946,1
12419,12419,0
12419,12621,1
12420,12420,0
12421,5007,1
12421,7431,1
12421,10646,1
12421,10971,1
12421,12421,0
12422,12422,0
12423,12423,0
12424,12424,0
12425,12425,0
12426,12426,0
12427,3052,1
12427,5430,1
12427,6386,2
12427,7337,2
12427,7360,1
12427,8923,1
12427,9060,1
12427,11419,2
12427,12427,0
12428,12428,0
12429,12429,0
12430,12430,0
12431,1499,1
12431,2003,1
12431,2708,1
12431,6386,1
12431,6571,1
12431,7927,1
12431,9626,1
12431,11419,1
12431,12431,0
12431,13114,1
12432,12432,0
12433,12433,0
12434,12434,0
12435,12435,0
12436,12436,0
12437,12437,0
12438,12438,0
12439,12439,0
12440,12440,0
12441,12441,0
12442,12442,0
12443,12443,0
12444,12444,0
12445,12445,0
12446,12446,0
12447,12447,0
12448,12448,0
12449,12449,0
12450,12450,0
12451,12451,0
12452,12452,0
12453,12453,0
12454,12454,0
12455,1611,1
12455,2761,1
12455,7584,1
12455,9846,1
12455,12204,1
12455,12455,0
12455,13029,1
12456,12456,0
12457,12457,0
12458,12458,0
12459,12459,0
12460,12460,0
12461,12461,0
12462,935,1
12462,988,1
12462,5209,1
12462,5280,2
12462,7225,2
12462,8301,1
12462,8561,2
12462,10742,2
12462,11079,1
12462,12462,0
12462,12733,1
12463,133,1
12463,231,2
12463,251,2
12463,391,2
12463,436,2
12463,679,2
12463,1018,3
12463,1113,2
12463,1307,1
12463,1454,2
12463,2197,2
12463,2223,2
12463,2625,2
12463,2713,3
12463,2860,2
12463,3083,2
12463,3177,2
12463,3195,2
12463,3542,1
12463,3542,2
12463,3650,2
12463,3756,2
12463,3831,3
12463,3890,2
12463,3895,1
12463,4083,1
12463,4194,1
12463,4247,2
12463,4270,2
12463,4374,2
12463,4432,1
12463,4445,3
12463,4489,2
12463,4528,2
12463,4666,2
12463,4719,2
12463,4740,3
12463,4743,2
12463,4811,2
12463,4873,1
12463,4928,2
12463,5069,2
12463,5364,3
12463,5415,2
12463,5452,2
12463,5493,2
12463,5563,2
12463,5570,2
12463,5629,2
12463,5684,2
12463,5734,2
12463,5787,2
12463,5793,3
12463,5875,2
12463,5975,2
12463,5988,2
12463,6051,2
12463,6071,2
12463,6128,1
12463,6299,2
12463,6361,2
12463,6417,2
12463,6621,2
12463,6814,3
12463,6862,2
12463,6940,2
12463,6954,2
12463,7098,2
12463,7106,2
12463,7258,3
12463,7265,1
12463,7334,2
12463,7411,2
12463,7411,3
12463,7434,3
12463,7544,2
12463,7562,2
12463,7591,3
12463,7615,2
12463,7648,2
12463,7801,2
12463,7882,2
12463,7904,2
12463,8028,3
12463,8098,2
12463,8520,3
12463,8565,2
12463,8661,1
12463,8661,2
12463,8773,2
12463,8788,2
12463,9179,2
12463,9344,2
12463,9403,3
12463,9575,2
12463,9686,2
12463,9692,2
12463,9777,3
12463,9826,3
12463,9988,2
12463,9989,2
12463,10010,2
12463,10082,1
12463,10195,2
12463,10303,2
12463,10360,2
12463,10439,3
12463,10454,2
12463,10558,2
12463,10693,3
12463,10837,2
12463,10964,2
12463,11052,2
12463,11055,2
12463,11127,2
12463,11171,3
12463,11270,2
12463,11271,2
12463,11314,2
12463,11317,2
12463,11358,2
12463,11684,2
12463,11806,2
12463,11878,2
12463,11882,2
12463,12010,2
12463,12065,2
12463,12108,1
12463,12119,2
12463,12177,2
12463,12403,2
12463,12456,2
12463,12463,0
12463,12752,2
12463,12820,1
12463,12877,2
12463,12887,2
12463,12887,3
12463,12978,2
12463,13105,2
12464,12464,0
12465,12465,0
12466,12466,0
12467,12467,0
12468,12468,0
12469,12469,0
12470,12470,0
12471,12471,0
12472,12472,0
12473,12473,0
12474,12474,0
12475,12475,0
12476,12476,0
12477,12477,0
12478,12478,0
12479,12479,0
12480,1674,1
12480,2274,1
12480,4799,1
12480,5821,1
12480,12480,0
12480,13188,1
12481,12481,0
12482,12482,0
12483,3720,1
12483,6844,1
12483,9286,1
12483,11762,1
12483,12395,1
12483,12483,0
12484,12484,0
12485,12485,0
12486,12486,0
12487,317,1
12487,3701,1
12487,12487,0
12488,12488,0
12489,1004,1
12489,2515,1
12489,7123,1
12489,7545,1
12489,8945,1
12489,11047,1
12489,12489,0
12490,12490,0
12491,12491,0
12492,12492,0
12493,12493,0
12494,12494,0
12495,12495,0
12496,12496,0
12497,12497,0
12498,12498,0
12499,12499,0
12500,12500,0
12501,12501,0
12502,12502,0
12503,585,1
12503,3765,1
12503,8623,1
12503,11587,1
12503,12503,0
12504,12504,0
12505,12505,0
12506,12506,0
12507,3032,1
12507,4194,1
12507,6888,1
12507,8369,1
12507,11148,1
12507,12507,0
12508,12508,0
12509,6171,1
12509,6844,1
12509,6897,1
12509,7946,1
12509,12509,0
12510,12510,0
12511,12511,0
12512,12512,0
12513,12513,0
12514,12514,0
12515,12515,0
12516,12516,0
12517,12517,0
12518,12518,0
12519,12519,0
12520,12520,0
12521,12521,0
12522,12522,0
12523,12523,0
12524,2468,1
12524,5526,1
12524,9489,1
12524,10772,1
12524,12524,0
12525,12525,0
12526,445,1
12526,2146,1
12526,2710,1
12526,3171,1
12526,9099,1
12526,9815,1
12526,11949,1
12526,12526,0
12527,12527,0
12528,158,1
12528,158,2
12528,510,1
12528,579,1
12528,1668,2
12528,3474,1
12528,4453,1
12528,4655,1
12528,5004,1
12528,5236,1
12528,5427,1
12528,5851,1
12528,5893,2
12528,6227,1
12528,6429,1
12528,6429,2
12528,6460,1
12528,6616,1
12528,6837,2
12528,6856,2
12528,7596,1
12528,7841,2
12528,8989,1
12528,9527,1
12528,10326,1
12528,10326,2
12528,10359,1
12528,10409,2
12528,10426,2
12528,10735,1
12528,11084,1
12528,11084,2
12528,11554,1
12528,11713,2
12528,12059,1
12528,12528,0
12528,12860,1
12528,13009,1
12528,13183,1
12529,1670,2
12529,4300,2
12529,4338,2
12529,4479,2
12529,8152,2
12529,8468,1
12529,9393,2
12529,9496,1
12529,9695,2
12529,11195,2
12529,11958,1
12529,12529,0
12529,12568,1
12529,12704,2
12530,12530,0
12531,12531,0
12532,292,1
12532,364,2
12532,386,2
12532,1217,1
12532,1405,2
12532,1468,1
12532,1740,2
12532,1838,3
12532,1849,2
12532,2537,2
12532,2589,2
12532,2802,3
12532,2954,2
12532,3045,2
12532,3062,3
12532,3126,3
12532,3363,2
12532,3489,2
12532,3560,1
12532,3586,2
12532,3727,2
12532,3764,2
12532,4046,2
12532,4105,1
12532,4199,2
12532,4236,2
12532,4754,1
12532,5050,2
12532,5224,3
12532,5533,2
12532,5633,2
12532,5647,3
12532,5667,2
12532,5861,2
12532,5916,2
12532,6155,1
12532,6398,2
12532,6596,2
12532,6855,2
12532,6893,2
12532,7437,2
12532,7731,2
12532,7737,2
12532,8158,3
12532,9209,2
12532,9272,2
12532,9299,1
12532,9421,2
12532,9704,2
12532,9771,1
12532,10361,1
12532,10433,2
12532,10626,2
12532,11056,1
12532,11063,2
12532,11186,3
12532,11915,3
12532,12024,2
12532,12532,0
12532,12679,2
12532,13031,1
12532,13041,1
12532,13090,1
12533,12533,0
12534,12534,0
12535,12535,0
12536,12536,0
12537,12537,0
12538,12538,0
12539,12539,0
12540,12540,0
12541,12541,0
12542,12542,0
12543,12543,0
12544,12544,0
12545,12545,0
12546,27,3
12546,1295,3
12546,1551,1
12546,2104,3
12546,2411,3
12546,2427,3
12546,2545,2
12546,2784,3
12546,2976,3
12546,3166,3
12546,3719,3
12546,3868,2
12546,3951,3
12546,4314,3
12546,4433,3
12546,4716,2
12546,4795,2
12546,4817,3
12546,5387,2
12546,6091,3
12546,6139,3
12546,6705,3
12546,6783,3
12546,6888,1
12546,6948,3
12546,7163,2
12546,7360,3
12546,7369,3
12546,7635,3
12546,8322,2
12546,8686,3
12546,9126,2
12546,9657,2
12546,10030,2
12546,10049,2
12546,10412,3
12546,10500,3
12546,10659,3
12546,10666,3
12546,11352,2
12546,11581,2
12546,11614,3
12546,11762,3
12546,12380,2
12546,12546,0
12546,12630,3
12546,12794,3
12546,13028,2
12547,12547,0
12548,12548,0
12549,12549,0
12550,12550,0
12551,12551,0
12552,12552,0
12553,12553,0
12554,12554,0
12555,12555,0
12556,12556,0
12557,45,3
12557,59,2
12557,62,2
12557,72,3
12557,94,3
12557,96,2
12557,98,4
12557,99,2
12557,106,4
12557,111,3
12557,111,4
12557,115,3
12557,133,2
12557,142,4
12557,144,4
12557,151,3
12557,155,3
12557,175,4
12557,200,4
12557,205,4
12557,224,3
12557,231,3
12557,251,3
12557,268,2
12557,269,3
12557,287,4
12557,299,3
12557,299,5
12557,300,2
12557,303,3
12557,307,4
12557,328,3
12557,356,3
12557,377,4
12557,391,3
12557,404,3
12557,414,2
12557,418,3
12557,419,4
12557,423,5
12557,436,3
12557,469,4
12557,488,3
12557,532,3
12557,547,3
12557,578,4
12557,587,2
12557,594,3
12557,601,3
12557,611,3
